synthetic_caller_id,age,age_band,sex,household_size,region,urbanicity,language,accent_class,employment_status,income_band,customer_tenure_years,primary_intent,secondary_intent,compound_intent,intent_ambiguity,intent_change_midcall,speech_rate,articulation,background_noise,pause_pattern,interruption_frequency,input_mode,emotion,caller_behavior,asks_for_agent,refuses_information,out_of_vocabulary_request,contradictory_information,invalid_input_event,authentication_required,authentication_method,authentication_outcome,authentication_retries,accessibility_interaction_constraint,eligibility_state,regulatory_constraint,expected_route,expected_disposition,hangup_risk,triad_test_class,parallel_valid_path_exists,equivalent_route_exists,hidden_assumption_target,failure_recovery_expected,oracle_outcome
IVR-SYN-01335,33,25-34,Male,5,Northeast,Urban,English,General US,Retired,50-74k,3.8,Order/status inquiry,None,No,Low,No,Normal,Clear,None,Normal,None,Keypad,Frustrated,Cooperative,No,No,No,No,Yes,Yes,Knowledge-based,Successful,0,None,Eligible,None,Self-service,Self-service completion,Low,GREEN,No,No,Routing,Terminate safely,Correct route + compliant disposition
IVR-SYN-01336,50,45-54,Female,4,South,Urban,English,General US,Full-time,250k+,3.3,Billing question,Eligibility inquiry,Yes,Moderate,No,Normal,Clear,None,Normal,Frequent,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Failed,1,Slow-prompt preference,Eligible,None,Billing,Correct specialist/agent routing,Moderate,GRAY,No,Yes,Identity,Terminate safely,Correct route + compliant disposition
IVR-SYN-01337,37,35-44,Male,4,Northeast,Urban,English,Southern US,Retired,50-74k,2.6,Address/contact change,None,No,Low,No,Normal,Clear,None,Normal,Occasional,Speech,Calm,Terse,No,No,No,No,No,Yes,Knowledge-based,Successful,0,Repetition needed,Conditional,Human review required,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,Yes,Routing,Alternative input,Correct route + compliant disposition
IVR-SYN-01338,43,35-44,Female,1,West,Urban,Spanish,General US,Retired,25-49k,21.7,Payment issue,None,No,Low,Yes,Normal,Clear,None,Normal,Frequent,Speech,Confused,Argumentative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Billing,Correct specialist/agent routing,Moderate,GREEN,No,Yes,Intent,Alternative input,Correct route + compliant disposition
IVR-SYN-01339,56,55-64,Female,4,West,Suburban,English,Western US,Part-time,<25k,4.8,Refund/dispute,None,No,Low,No,Normal,Clear,None,Long,Occasional,Speech,Calm,Argumentative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Conditional,None,Disputes,Correct specialist/agent routing,Low,GREEN,No,No,Language,Retry,Correct route + compliant disposition
IVR-SYN-01340,41,35-44,Male,2,Midwest,Urban,English,General US,Full-time,100-149k,5.3,Order/status inquiry,None,No,Low,No,Fast,Mildly unclear,None,Normal,None,Keypad,Confused,Indecisive,Yes,No,No,No,No,Yes,Knowledge-based,Successful,0,Low-literacy interaction,Conditional,None,Self-service,Self-service completion,High,GREEN,No,No,Eligibility,Alternative input,Correct route + compliant disposition
IVR-SYN-01341,31,25-34,Male,6,West,Urban,English,Southern US,Full-time,150-249k,5.3,Cancellation,None,No,High,No,Normal,Clear,Moderate,Normal,None,Keypad,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,None,Retention,Correct specialist/agent routing,Moderate,GRAY,No,No,Eligibility,Agent escalation,Correct route + compliant disposition
IVR-SYN-01342,29,25-34,Female,2,West,Suburban,English,General US,Unemployed,75-99k,2.4,Billing question,None,No,Low,No,Normal,Clear,Low,Normal,None,Speech,Angry,Terse,No,No,No,No,No,No,None required,Not applicable,0,Slow-prompt preference,Agent required,None,Human escalation,Correct specialist/agent routing,Low,GREEN,No,No,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-01343,49,45-54,Female,5,Midwest,Suburban,French,General US,Retired,25-49k,1.7,Address/contact change,Order/status inquiry,Yes,Moderate,No,Fast,Difficult,None,Normal,Occasional,Speech,Urgent,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,0,None,Agent required,None,Human escalation,Correct specialist/agent routing,Moderate,GRAY,Yes,No,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-01344,60,55-64,Female,1,Northeast,Urban,English,Northeastern US,Full-time,250k+,3.6,Cancellation,None,No,Low,No,Normal,Mildly unclear,Low,Normal,None,Speech,Anxious,Cooperative,No,Yes,Yes,No,No,Yes,None required,Not applicable,0,None,Eligible,Authentication required,Retention,Correct specialist/agent routing,Moderate,GREEN,Yes,Yes,Timing,Terminate safely,Correct route + compliant disposition
IVR-SYN-01345,79,75+,Female,1,South,Urban,Spanish,International,Full-time,100-149k,2.3,Cancellation,None,No,Moderate,No,Normal,Mildly unclear,None,Normal,None,Keypad,Calm,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,1,Repetition needed,Ineligible,Disclosure required,Retention,Correct specialist/agent routing,Moderate,GREEN,No,Yes,Eligibility,Alternative input,Correct route + compliant disposition
IVR-SYN-01346,80,75+,Male,2,Northeast,Suburban,English,General US,Part-time,50-74k,11.5,Cancellation,None,No,Moderate,No,Fast,Clear,None,Normal,Occasional,Speech,Angry,Terse,No,No,Yes,No,No,Yes,Knowledge-based,Successful,0,None,Eligible,Consent required,Retention,Correct specialist/agent routing,Low,GREEN,No,No,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-01347,81,75+,Male,3,Midwest,Urban,English,General US,Full-time,<25k,8.3,Address/contact change,None,No,Low,No,Normal,Clear,High,Normal,None,Speech,Calm,Confused,No,No,No,No,No,Yes,One-time code,Successful,1,Repetition needed,Eligible,None,Self-service,Self-service completion,Low,GREEN,No,No,Routing,Re-prompt,Correct route + compliant disposition
IVR-SYN-01348,77,75+,Female,5,West,Urban,English,General US,Full-time,<25k,0.1,Payment issue,None,No,Low,No,Fast,Clear,Low,Normal,None,Speech,Urgent,Confused,No,No,No,No,No,Yes,Voice/biometric,Failed,2,None,Conditional,Authentication required,Billing,Correct specialist/agent routing,High,GREEN,Yes,No,None,Alternative input,Correct route + compliant disposition
IVR-SYN-01349,22,18-24,Male,5,South,Suburban,English,Northeastern US,Full-time,50-74k,2.1,Payment issue,None,No,Moderate,No,Slow,Clear,None,Long,None,Speech,Angry,Confused,No,No,No,No,No,Yes,None required,Not applicable,0,None,Eligible,Authentication required,Billing,Correct specialist/agent routing,Low,GREEN,No,No,Eligibility,Re-prompt,Correct route + compliant disposition
IVR-SYN-01350,24,18-24,Female,5,South,Suburban,English,General US,Part-time,75-99k,0.9,Payment issue,Password/credential,Yes,High,No,Normal,Clear,Moderate,Short,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,0,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Moderate,GRAY,No,No,Timing,Retry,Correct route + compliant disposition
IVR-SYN-01351,53,45-54,Male,5,Midwest,Suburban,English,General US,Full-time,<25k,20.9,Password/credential,None,No,Low,No,Normal,Clear,None,Normal,None,Speech,Frustrated,Impatient,No,No,No,No,No,Yes,Account number + PIN,Successful,0,None,Eligible,None,Self-service,Self-service completion,Low,GREEN,No,No,None,Alternative input,Correct route + compliant disposition
IVR-SYN-01352,49,45-54,Female,1,West,Urban,English,General US,Retired,100-149k,3.6,Eligibility inquiry,None,No,Moderate,No,Normal,Clear,None,Normal,Occasional,Keypad,Angry,Cooperative,No,No,Yes,No,No,Yes,One-time code,Successful,0,None,Eligible,None,Specialist,Correct specialist/agent routing,Low,GREEN,No,No,Language,Retry,Correct route + compliant disposition
IVR-SYN-01353,44,35-44,Female,6,West,Suburban,Spanish,Western US,Part-time,25-49k,1.3,Other,None,No,Low,No,Normal,Clear,Low,Long,None,Speech,Calm,Cooperative,No,No,No,No,Yes,Yes,Voice/biometric,Failed,2,None,Eligible,Authentication required,Self-service,Self-service completion,Moderate,GREEN,Yes,No,Eligibility,Terminate safely,Correct route + compliant disposition
IVR-SYN-01354,64,55-64,Female,2,Northeast,Rural,English,General US,Full-time,150-249k,5.9,Account information,Billing question,Yes,Moderate,No,Fast,Clear,Moderate,Normal,None,Speech,Calm,Verbose,No,No,No,No,No,Yes,One-time code,Failed,2,None,Eligible,None,Self-service,Self-service completion,Low,GRAY,No,Yes,Intent,Agent escalation,Correct route + compliant disposition
IVR-SYN-01355,75,75+,Male,4,Midwest,Urban,English,Midwestern US,Retired,75-99k,21.7,Payment issue,None,No,Moderate,No,Normal,Clear,None,Normal,Occasional,Keypad,Urgent,Cooperative,No,No,Yes,No,Yes,Yes,None required,Not applicable,0,None,Eligible,Authentication required,Billing,Correct specialist/agent routing,High,RED,No,No,Language,Retry,Correct route + compliant disposition
IVR-SYN-01356,36,35-44,Male,5,South,Suburban,English,General US,Self-employed,75-99k,5.8,Account information,Address/contact change,Yes,Moderate,No,Normal,Clear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Agent required,None,Human escalation,Correct specialist/agent routing,Low,GRAY,No,No,None,Alternative input,Correct route + compliant disposition
IVR-SYN-01357,84,75+,Male,6,Midwest,Urban,English,Midwestern US,Full-time,250k+,12.4,Address/contact change,None,No,Low,No,Normal,Clear,None,Normal,None,Keypad,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,Keypad preference,Eligible,None,Self-service,Self-service completion,Low,GREEN,Yes,No,Intent,Terminate safely,Correct route + compliant disposition
IVR-SYN-01358,55,55-64,Female,3,Midwest,Suburban,English,General US,Unemployed,75-99k,6.9,Other,None,No,High,No,Normal,Mildly unclear,Low,Short,None,Speech,Frustrated,Cooperative,Yes,No,No,No,No,Yes,Account number + PIN,Successful,1,None,Ineligible,None,Self-service,Self-service completion,High,GRAY,No,No,None,Alternative input,Correct route + compliant disposition
IVR-SYN-01359,21,18-24,Nonbinary/Other,3,South,Urban,English,General US,Full-time,50-74k,2.9,Other,None,No,Low,No,Normal,Clear,Moderate,Normal,None,Keypad,Confused,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Ineligible,None,Self-service,Self-service completion,High,GREEN,No,No,Language,Retry,Correct route + compliant disposition
IVR-SYN-01360,33,25-34,Female,4,South,Urban,English,General US,Full-time,150-249k,1.9,Refund/dispute,None,No,Low,No,Normal,Clear,Moderate,Normal,Occasional,Keypad,Calm,Argumentative,Yes,No,Yes,No,No,No,None required,Not applicable,0,Low-literacy interaction,Eligible,None,Disputes,Correct specialist/agent routing,Moderate,GREEN,No,No,Language,Agent escalation,Correct route + compliant disposition
IVR-SYN-01361,80,75+,Male,2,West,Urban,Spanish,General US,Self-employed,75-99k,2.0,Address/contact change,Payment issue,Yes,High,No,Normal,Mildly unclear,None,Long,Frequent,Speech,Calm,Confused,No,No,No,No,Yes,Yes,Account number + PIN,Successful,1,None,Conditional,Disclosure required,Self-service,Self-service completion,Low,GRAY,No,No,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-01362,36,35-44,Male,1,Midwest,Suburban,English,Southern US,Student,75-99k,1.2,Refund/dispute,Eligibility inquiry,Yes,High,No,Normal,Clear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Failed,3,None,Ineligible,Disclosure required,Disputes,Correct specialist/agent routing,Moderate,GRAY,No,No,Eligibility,Agent escalation,Correct route + compliant disposition
IVR-SYN-01363,68,65-74,Female,4,South,Suburban,English,General US,Full-time,50-74k,3.9,Order/status inquiry,None,No,Low,No,Normal,Mildly unclear,None,Normal,Frequent,Speech,Calm,Terse,No,No,No,No,No,No,None required,Not applicable,0,None,Ineligible,Consent required,Self-service,Self-service completion,Low,GREEN,No,No,Timing,Re-prompt,Correct route + compliant disposition
IVR-SYN-01364,35,35-44,Female,6,South,Suburban,English,General US,Full-time,25-49k,2.3,Order/status inquiry,None,No,Low,No,Fast,Clear,Low,Normal,Occasional,Speech,Frustrated,Verbose,No,No,No,No,No,Yes,Knowledge-based,Failed,3,None,Eligible,None,Self-service,Self-service completion,Moderate,GREEN,No,No,Language,Retry,Correct route + compliant disposition
IVR-SYN-01365,82,75+,Female,3,West,Urban,English,General US,Full-time,250k+,1.7,Account information,Technical support,Yes,Moderate,No,Normal,Clear,Low,Long,None,Speech,Calm,Indecisive,No,No,No,No,No,No,None required,Not applicable,0,None,Agent required,Disclosure required,Human escalation,Correct specialist/agent routing,Low,GRAY,No,No,Routing,Terminate safely,Correct route + compliant disposition
IVR-SYN-01366,63,55-64,Female,6,Northeast,Suburban,English,General US,Unemployed,100-149k,0.1,Address/contact change,None,No,Low,No,Normal,Clear,None,Normal,None,Keypad,Calm,Terse,No,No,No,No,No,Yes,Voice/biometric,Successful,1,Keypad preference,Conditional,Human review required,Human escalation,Correct specialist/agent routing,Low,GREEN,No,No,Timing,Agent escalation,Correct route + compliant disposition
IVR-SYN-01367,49,45-54,Male,3,Midwest,Suburban,Arabic,General US,Full-time,50-74k,2.4,Appointment/scheduling,None,No,Low,No,Normal,Clear,High,Long,None,Keypad,Calm,Cooperative,No,No,No,Yes,No,Yes,Voice/biometric,Successful,1,None,Eligible,None,General support,Correct specialist/agent routing,Low,GRAY,No,No,None,Alternative input,Correct route + compliant disposition
IVR-SYN-01368,27,25-34,Female,1,South,Suburban,English,Midwestern US,Full-time,50-74k,0.6,Payment issue,None,No,High,No,Slow,Clear,High,Normal,None,Speech,Frustrated,Cooperative,No,No,No,No,No,Yes,None required,Not applicable,0,None,Agent required,Authentication required,Human escalation,Correct specialist/agent routing,Low,GRAY,No,Yes,Timing,Re-prompt,Correct route + compliant disposition
IVR-SYN-01369,39,35-44,Male,3,South,Urban,Spanish,General US,Retired,150-249k,3.9,Address/contact change,None,No,High,No,Fast,Clear,None,Normal,None,Keypad,Confused,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Ineligible,None,Self-service,Self-service completion,Moderate,GRAY,No,No,None,Alternative input,Correct route + compliant disposition
IVR-SYN-01370,81,75+,Female,2,South,Suburban,English,Midwestern US,Full-time,100-149k,0.2,Payment issue,Appointment/scheduling,Yes,Moderate,No,Fast,Clear,Low,Short,None,Speech,Urgent,Cooperative,No,No,No,Yes,No,Yes,Account number + PIN,Successful,1,Speech-input difficulty,Ineligible,None,Billing,Correct specialist/agent routing,Low,GRAY,No,No,Language,Retry,Correct route + compliant disposition
IVR-SYN-01371,26,25-34,Female,1,West,Rural,English,Northeastern US,Student,50-74k,0.6,Other,None,No,High,No,Slow,Clear,Low,Short,None,Speech,Calm,Cooperative,No,Yes,Yes,No,No,Yes,Voice/biometric,Successful,0,None,Eligible,None,Self-service,Self-service completion,Low,GRAY,No,No,Eligibility,Terminate safely,Correct route + compliant disposition
IVR-SYN-01372,25,25-34,Female,4,West,Suburban,English,General US,Full-time,50-74k,1.1,Payment issue,None,No,Moderate,No,Normal,Clear,None,Long,None,Speech,Frustrated,Cooperative,No,Yes,No,No,No,No,None required,Not applicable,0,None,Eligible,Consent required,Billing,Correct specialist/agent routing,Low,GREEN,No,Yes,Routing,Retry,Correct route + compliant disposition
IVR-SYN-01373,64,55-64,Male,3,Midwest,Suburban,English,Midwestern US,Retired,25-49k,6.4,Order/status inquiry,None,No,Moderate,No,Fast,Clear,None,Normal,None,Speech,Urgent,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,1,None,Eligible,None,Self-service,Self-service completion,Low,GREEN,No,No,Routing,Re-prompt,Correct route + compliant disposition
IVR-SYN-01374,73,65-74,Male,1,Northeast,Urban,English,Midwestern US,Retired,50-74k,3.0,Billing question,None,No,High,No,Normal,Clear,None,Short,Frequent,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,0,None,Eligible,None,Billing,Correct specialist/agent routing,Low,GRAY,Yes,No,Routing,Alternative input,Correct route + compliant disposition
IVR-SYN-01375,31,25-34,Female,5,Midwest,Urban,English,General US,Student,75-99k,0.7,Eligibility inquiry,Billing question,Yes,Moderate,No,Normal,Clear,Low,Normal,None,Speech,Calm,Cooperative,No,Yes,No,No,Yes,Yes,One-time code,Successful,1,Repetition needed,Eligible,None,Specialist,Correct specialist/agent routing,Low,GRAY,No,No,Timing,Agent escalation,Correct route + compliant disposition
IVR-SYN-01376,38,35-44,Male,1,Northeast,Urban,English,Midwestern US,Full-time,100-149k,0.3,Account information,None,No,High,No,Normal,Mildly unclear,Low,Normal,Occasional,Speech,Confused,Terse,No,No,No,No,Yes,No,None required,Not applicable,0,None,Eligible,Consent required,Self-service,Self-service completion,Low,GRAY,No,No,Timing,Agent escalation,Correct route + compliant disposition
IVR-SYN-01377,29,25-34,Male,1,Midwest,Urban,English,General US,Full-time,100-149k,4.5,Address/contact change,None,No,Low,No,Normal,Clear,None,Normal,None,Speech,Confused,Terse,No,No,No,No,No,Yes,Knowledge-based,Failed,1,None,Eligible,Authentication required,Self-service,Self-service completion,Moderate,GREEN,No,Yes,Eligibility,Re-prompt,Correct route + compliant disposition
IVR-SYN-01378,64,55-64,Male,6,Midwest,Suburban,Spanish,International,Other,<25k,0.3,Refund/dispute,None,No,Low,No,Normal,Clear,Low,Normal,Occasional,Speech,Calm,Cooperative,No,No,No,Yes,No,Yes,Account number + PIN,Successful,1,None,Eligible,None,Disputes,Correct specialist/agent routing,Moderate,GRAY,No,No,Language,Re-prompt,Correct route + compliant disposition
IVR-SYN-01379,20,18-24,Male,1,West,Suburban,Spanish,Southern US,Self-employed,50-74k,4.9,Order/status inquiry,Account information,Yes,Moderate,No,Slow,Clear,None,Normal,None,Keypad,Anxious,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Agent required,Disclosure required,Human escalation,Correct specialist/agent routing,Moderate,GRAY,No,Yes,Language,Agent escalation,Correct route + compliant disposition
IVR-SYN-01380,27,25-34,Female,3,West,Urban,English,International,Retired,25-49k,1.1,Billing question,None,No,High,No,Normal,Clear,Moderate,Normal,Occasional,Speech,Angry,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Failed,2,None,Eligible,None,Billing,Correct specialist/agent routing,Low,RED,No,No,None,Alternative input,Correct route + compliant disposition
IVR-SYN-01381,52,45-54,Female,4,Midwest,Urban,English,International,Full-time,50-74k,1.3,Order/status inquiry,Refund/dispute,Yes,Low,No,Normal,Clear,None,Normal,Occasional,Speech,Anxious,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Self-service,Self-service completion,Moderate,GRAY,Yes,Yes,None,Re-prompt,Correct route + compliant disposition
